month,name,mult
1,Jan,0.428169014084507
2,Feb,0.47323943661971823
3,Mar,0.6197183098591549
4,Apr,0.788732394366197
5,May,0.9577464788732394
6,Jun,1.2394366197183098
7,Jul,1.892957746478873
8,Aug,1.9380281690140844
9,Sep,1.5211267605633803
10,Oct,1.0140845070422535
11,Nov,0.6535211267605633
12,Dec,0.47323943661971823
