run,tier1,n,precision,recall,f1,far,far_n,coverage,psi_max,w1_max,drift_signals,p95_ms,eps_final,baseline_f1,f1_delta,runtime_s
syn_balanced,zscore,655,0.14285714285714285,0.5789473684210527,0.22916666666666666,0.02830188679245283,636,True,4.174289118766231,1.058249163404107,1,0.03719329833984375,0.052887223178721146,0.2446043165467626,-0.015437649880095938,5.8561530113220215
syn_moderate,zscore,663,0.07692307692307693,0.38461538461538464,0.1282051282051282,0.03076923076923077,650,True,3.7454175332505173,1.1061001744916044,1,0.03647804260253906,0.05275526853018888,0.16129032258064516,-0.03308519437551696,5.660754442214966
syn_stress,zscore,648,0.2911392405063291,0.42592592592592593,0.3458646616541353,0.04208754208754209,594,True,4.265215215691121,1.0252334830661618,1,0.03639459609985351,0.0520569297786269,0.5621621621621622,-0.21629750050802687,5.719995021820068
